Skills,Interests,CGPA,Experience,Career
Excel,Data Science,3.73,No,Business Intelligence Analyst
R,Research,3.15,Yes,Data Scientist
Docker,Automation,3.36,Yes,System Administrator
REST APIs,Mobile App Development,3.3,No,Flutter Developer
HTML,UI/UX Design,2.64,No,UI/UX Designer
Docker,DevOps,3.59,Yes,Cloud Engineer
Git,Automation,3.55,Yes,Software Engineer
Flutter,Web Development,2.96,No,Mobile App Developer
Linux,Data Science,3.96,Yes,Machine Learning Engineer
REST APIs,Backend Development,3.14,No,Backend Developer
Python,Cyber Security,3.07,Yes,Network Engineer
Cyber Security,Cloud Computing,3.28,No,Cyber Security Analyst
Python,Research,3.9,Yes,AI Engineer
Dart,Mobile App Development,3.38,No,Flutter Developer
PostgreSQL,Database Management,3.22,No,Backend Developer
Linux,Cloud Computing,3.2,Yes,Cloud Engineer
Python,Machine Learning,3.81,Yes,AI Engineer
Git,Automation,2.86,No,Software Engineer
Security,DevOps,3.57,Yes,Cloud Solutions Architect
MongoDB,Mobile App Development,3.6,Yes,Mobile App Developer
Python,Robotics,3.9,Yes,AI Engineer
Pandas,Research,3.79,Yes,Data Analyst
Linux,Automation,2.67,No,QA Engineer
JavaScript,Software Development,2.79,No,Mobile App Developer
Security,DevOps,3.21,No,Cloud Solutions Architect
Linux,Automation,3.45,No,DevOps Engineer
Networking,Cloud Computing,3.77,No,DevOps Engineer
Photoshop,UI/UX Design,3.41,No,UI/UX Designer
Power BI,Research,3.11,No,Business Analyst
Java,Backend Development,3.54,Yes,Backend Developer
Azure,Cloud Computing,3.56,No,Cloud Engineer
Linux,Automation,3.01,Yes,DevOps Engineer
Git,Mobile App Development,3.32,No,Flutter Developer
NumPy,Robotics,3.98,Yes,AI Engineer
Firebase,Web Development,2.77,Yes,Frontend Developer
PostgreSQL,Business Intelligence,3.41,No,Business Intelligence Analyst
Python,Research,3.1,Yes,Software Engineer
Linux,Machine Learning,3.37,Yes,AI Engineer
SQL,Database Management,3.82,No,Database Administrator
Azure,Cloud Computing,3.37,No,Cloud Engineer
AWS,Cyber Security,3.53,Yes,Network Engineer
Firebase,Software Development,3.65,No,Flutter Developer
Power BI,Business Intelligence,2.92,Yes,Business Analyst
MySQL,Data Analytics,2.97,No,Data Analyst
Express.js,Web Development,3.1,No,Full Stack Developer
AWS,Automation,3.21,No,System Administrator
AWS,Automation,3.3,Yes,Cloud Engineer
Networking,DevOps,3.28,Yes,Cloud Solutions Architect
MySQL,Backend Development,3.77,Yes,Backend Developer
Linux,Cloud Computing,2.91,Yes,System Administrator
Selenium,Web Development,3.45,No,QA Engineer
Python,UI/UX Design,3.66,No,Product Manager
Deep Learning,Data Science,3.83,Yes,Machine Learning Engineer
Data Analysis,Data Analytics,3.39,No,Business Analyst
MongoDB,Database Management,3.07,No,Full Stack Developer
C++,Research,3.32,Yes,Software Engineer
HTML,Web Development,2.58,Yes,UI/UX Designer
AWS,Automation,3.43,Yes,System Administrator
Linux,DevOps,3.25,No,Cloud Engineer
REST APIs,Software Development,3.78,Yes,Backend Developer
AWS,Cyber Security,3.22,Yes,Cyber Security Analyst
Linux,Networking,3.65,No,Cloud Engineer
AWS,Machine Learning,3.35,Yes,AI Engineer
Data Analysis,Data Science,3.72,No,Business Intelligence Analyst
Deep Learning,Machine Learning,4.0,Yes,AI Engineer
Python,Software Development,3.61,Yes,Product Manager
REST APIs,Web Development,2.95,No,Software Engineer
Flutter,Mobile App Development,3.34,No,Flutter Developer
Power BI,Data Science,3.49,No,Business Intelligence Analyst
Tableau,Data Science,3.74,No,Business Intelligence Analyst
Machine Learning,Data Science,3.34,No,Machine Learning Engineer
Python,Cloud Computing,3.86,No,Cloud Engineer
SQL,Automation,3.6,No,QA Engineer
Git,Business Intelligence,3.06,Yes,Product Manager
JavaScript,Web Development,3.18,No,QA Engineer
Express.js,Web Development,3.87,No,Full Stack Developer
Python,Data Analytics,3.15,Yes,Database Administrator
REST APIs,Automation,2.99,No,Software Engineer
Git,Software Development,3.35,Yes,QA Engineer
TypeScript,Database Management,3.0,Yes,Full Stack Developer
Networking,DevOps,3.55,Yes,DevOps Engineer
Dart,Software Development,3.09,No,Mobile App Developer
Machine Learning,Robotics,3.62,No,AI Engineer
MongoDB,Mobile App Development,3.71,No,Mobile App Developer
MongoDB,Database Management,2.76,No,Full Stack Developer
Docker,Cyber Security,3.4,Yes,Network Engineer
AWS,Research,3.91,Yes,AI Engineer
Pandas,Machine Learning,3.06,No,Machine Learning Engineer
Linux,Machine Learning,3.6,Yes,Machine Learning Engineer
Docker,Automation,3.79,Yes,Cloud Solutions Architect
Docker,Web Development,3.85,Yes,Software Engineer
Power BI,Research,3.8,Yes,Business Analyst
PostgreSQL,Database Management,3.19,No,Database Administrator
Firebase,Web Development,2.96,No,Mobile App Developer
Python,Data Analytics,3.35,No,Business Analyst
Git,Robotics,3.27,Yes,AI Engineer
Git,Web Development,3.77,Yes,Mobile App Developer
C++,Automation,3.07,No,Software Engineer
Data Analysis,Research,3.68,Yes,Business Analyst
MongoDB,Database Management,3.2,Yes,Backend Developer
Dart,Mobile App Development,3.33,Yes,Mobile App Developer
Kubernetes,Cloud Computing,3.17,Yes,System Administrator
Azure,DevOps,2.83,Yes,Network Engineer
Flutter,Web Development,3.25,No,Mobile App Developer
Azure,Automation,3.11,No,DevOps Engineer
Linux,Research,3.63,No,Software Engineer
Java,Web Development,3.08,Yes,Mobile App Developer
REST APIs,Mobile App Development,3.43,No,Flutter Developer
Firebase,Mobile App Development,2.98,No,Flutter Developer
Machine Learning,Machine Learning,3.59,No,AI Engineer
CSS,UI/UX Design,3.69,No,Frontend Developer
NumPy,Artificial Intelligence,3.45,No,Data Scientist
Data Analysis,Data Science,3.29,Yes,Business Intelligence Analyst
Git,Automation,3.98,No,Software Engineer
Azure,Cyber Security,3.4,No,Network Engineer
React,Database Management,3.89,No,Full Stack Developer
CSS,Web Development,3.16,No,Frontend Developer
Networking,Automation,2.83,No,DevOps Engineer
React,Mobile App Development,2.6,Yes,Mobile App Developer
JavaScript,Mobile App Development,3.14,No,Mobile App Developer
Data Science,Business Intelligence,3.93,Yes,Data Analyst
Linux,Networking,3.77,Yes,Cloud Solutions Architect
Java,Automation,3.92,No,Software Engineer
Tableau,Data Analytics,3.25,Yes,Business Analyst
Adobe XD,Web Development,2.57,No,UI/UX Designer
Kubernetes,DevOps,3.76,No,Cloud Solutions Architect
MongoDB,Database Management,2.92,No,Database Administrator
SQL,Data Analytics,3.69,Yes,Product Manager
JavaScript,Web Development,2.77,Yes,QA Engineer
Git,Data Analytics,3.48,No,Product Manager
REST APIs,Software Development,3.71,No,Mobile App Developer
AWS,Cloud Computing,3.6,Yes,Cloud Engineer
Dart,Web Development,3.11,Yes,Mobile App Developer
PyTorch,Data Science,3.28,Yes,Data Scientist
Python,Networking,3.76,Yes,Cloud Engineer
CSS,Web Development,3.75,Yes,UI/UX Designer
SQL,Research,3.68,Yes,Business Analyst
Excel,Business Intelligence,3.56,Yes,Product Manager
React,UI/UX Design,3.13,No,UI/UX Designer
Python,Research,3.51,No,AI Engineer
SQL,Data Science,3.59,No,Machine Learning Engineer
Pandas,Data Science,3.33,No,Data Scientist
Networking,Automation,3.79,No,Cloud Solutions Architect
Python,Cyber Security,3.47,Yes,Network Engineer
SQL,DevOps,3.27,Yes,Network Engineer
React,Database Management,3.03,Yes,Full Stack Developer
Git,Software Development,2.83,No,Flutter Developer
Ethical Hacking,Networking,3.76,No,Cyber Security Analyst
CSS,Mobile App Development,3.62,No,UI/UX Designer
Terraform,DevOps,3.34,Yes,Cloud Engineer
Cloud Computing,Cloud Computing,3.35,Yes,Cloud Solutions Architect
Networking,Cloud Computing,3.77,Yes,DevOps Engineer
Python,Networking,3.73,Yes,System Administrator
MySQL,Software Development,3.04,Yes,Database Administrator
PyTorch,Machine Learning,3.5,Yes,Machine Learning Engineer
Flutter,Mobile App Development,3.5,Yes,Mobile App Developer
Linux,Machine Learning,3.19,Yes,Machine Learning Engineer
Tableau,Machine Learning,3.07,No,Data Scientist
Python,Software Development,3.11,No,QA Engineer
Power BI,Data Analytics,3.07,No,Business Analyst
Deep Learning,Research,3.21,No,AI Engineer
Figma,Data Analytics,3.11,Yes,Product Manager
Networking,Automation,3.49,No,System Administrator
REST APIs,Software Development,3.26,Yes,Flutter Developer
Docker,Software Development,3.18,No,DevOps Engineer
Dart,Mobile App Development,3.71,No,Flutter Developer
MongoDB,Database Management,3.15,Yes,Full Stack Developer
Tableau,Business Intelligence,3.21,No,Data Analyst
Git,DevOps,3.29,Yes,DevOps Engineer
Azure,Cloud Computing,3.24,No,Cloud Solutions Architect
Pandas,Business Intelligence,3.52,Yes,Business Intelligence Analyst
Python,Database Management,3.75,No,Database Administrator
MySQL,Database Management,3.09,Yes,Database Administrator
Git,Cloud Computing,3.87,No,Cyber Security Analyst
MongoDB,Web Development,3.26,No,Full Stack Developer
Node.js,Software Development,3.24,Yes,Frontend Developer
Python,Database Management,3.52,No,Database Administrator
CI/CD,DevOps,2.9,No,DevOps Engineer
Excel,Business Intelligence,3.76,No,Business Intelligence Analyst
Kubernetes,Cloud Computing,3.61,Yes,Cloud Solutions Architect
Flutter,Software Development,3.58,Yes,Flutter Developer
CSS,Software Development,3.35,Yes,Frontend Developer
Python,Cyber Security,3.88,No,Cyber Security Analyst
Git,Networking,3.51,Yes,System Administrator
NumPy,Business Intelligence,3.78,Yes,Data Analyst
Python,Cloud Computing,3.87,Yes,DevOps Engineer
Cyber Security,Cyber Security,3.23,No,Network Engineer
Tableau,Data Analytics,2.91,No,Business Intelligence Analyst
Python,Data Analytics,3.21,Yes,Product Manager
Docker,Cloud Computing,3.22,No,Cyber Security Analyst
Pandas,Research,3.14,Yes,Business Analyst
Kubernetes,Networking,3.1,Yes,System Administrator
Figma,UI/UX Design,3.11,Yes,Product Manager
C++,Web Development,3.43,No,Software Engineer
PyTorch,Research,3.88,Yes,AI Engineer
Linux,DevOps,3.22,No,Network Engineer
AWS,DevOps,2.74,Yes,System Administrator
Python,Software Development,3.14,Yes,QA Engineer
Express.js,Software Development,3.37,No,Full Stack Developer
Git,Automation,2.64,Yes,QA Engineer
R,Artificial Intelligence,3.02,Yes,Data Scientist
Python,Automation,3.74,Yes,Cloud Engineer
HTML,Software Development,2.72,Yes,Frontend Developer
Adobe XD,UI/UX Design,3.26,No,UI/UX Designer
Pandas,Data Analytics,3.86,Yes,Business Analyst
Tableau,Research,3.18,Yes,Data Analyst
Excel,Data Science,3.06,Yes,Business Intelligence Analyst
Flutter,Mobile App Development,2.94,No,Flutter Developer
Cyber Security,Cloud Computing,3.12,Yes,Network Engineer
Python,Software Development,3.48,Yes,Backend Developer
Linux,DevOps,3.75,No,Network Engineer
Python,Database Management,3.73,No,Database Administrator
Tableau,Business Intelligence,3.71,Yes,Business Analyst
PostgreSQL,Research,2.82,Yes,Data Analyst
React,UI/UX Design,3.59,No,UI/UX Designer
Git,Cloud Computing,3.71,No,DevOps Engineer
Git,Networking,3.92,Yes,Cyber Security Analyst
Python,Cloud Computing,2.99,Yes,Cloud Engineer
Adobe XD,Web Development,3.07,No,UI/UX Designer
Tableau,Data Analytics,3.32,Yes,Business Analyst
MongoDB,Software Development,2.65,Yes,Flutter Developer
Linux,Software Development,3.9,No,Software Engineer
CSS,Mobile App Development,2.72,No,UI/UX Designer
Node.js,Backend Development,3.79,No,Backend Developer
Excel,Machine Learning,3.89,No,Data Scientist
Express.js,Database Management,2.7,Yes,Backend Developer
Networking,DevOps,3.45,Yes,Cloud Solutions Architect
React,UI/UX Design,2.73,No,UI/UX Designer
Git,Software Development,3.3,No,Full Stack Developer
PyTorch,Data Science,3.73,No,Data Scientist
Docker,Cloud Computing,2.92,Yes,Cloud Engineer
Docker,Cyber Security,3.7,Yes,Network Engineer
Power BI,Business Intelligence,3.1,No,Business Intelligence Analyst
Deep Learning,Artificial Intelligence,3.58,Yes,AI Engineer
Flutter,Mobile App Development,3.46,No,Flutter Developer
Python,Networking,3.62,No,Network Engineer
PostgreSQL,Data Analytics,2.87,No,Business Intelligence Analyst
Data Science,Research,3.37,No,Data Analyst
CSS,Web Development,3.64,Yes,Full Stack Developer
Python,Automation,3.39,No,System Administrator
SQL,Database Management,3.79,No,Backend Developer
Python,Networking,3.57,Yes,System Administrator
Python,DevOps,3.8,No,System Administrator
Power BI,Research,3.49,Yes,Business Analyst
PostgreSQL,Business Intelligence,3.56,Yes,Business Intelligence Analyst
Tableau,Software Development,3.61,No,Product Manager
Excel,Data Science,3.7,Yes,Data Analyst
Power BI,Data Analytics,3.55,Yes,Data Analyst
MySQL,Backend Development,3.56,No,Backend Developer
PostgreSQL,Database Management,2.87,No,Backend Developer
Machine Learning,Data Science,3.92,No,Machine Learning Engineer
Networking,Automation,3.79,Yes,Cloud Engineer
Pandas,Database Management,3.43,No,Database Administrator
Networking,Networking,3.56,No,Cloud Solutions Architect
AWS,Networking,3.12,No,Cyber Security Analyst
SQL,DevOps,3.53,No,System Administrator
Git,Software Development,3.68,No,Frontend Developer
Tableau,Data Analytics,3.87,No,Data Analyst
Pandas,Data Analytics,3.39,No,Data Analyst
Tableau,Data Science,3.63,No,Business Intelligence Analyst
Data Science,Business Intelligence,3.13,Yes,Data Analyst
Azure,Automation,3.18,Yes,DevOps Engineer
Data Science,Research,3.62,No,Data Analyst
Python,Business Intelligence,3.4,Yes,Data Analyst
Linux,Software Development,2.63,Yes,QA Engineer
Excel,Business Intelligence,3.75,No,Product Manager
GitHub,Web Development,3.74,Yes,Software Engineer
Linux,Automation,3.7,No,QA Engineer
Git,Automation,3.31,Yes,QA Engineer
Excel,Business Intelligence,3.89,No,Business Analyst
AWS,Networking,3.79,Yes,System Administrator
Deep Learning,Robotics,3.58,No,AI Engineer
Linux,Cloud Computing,3.56,No,Cyber Security Analyst
NumPy,Artificial Intelligence,3.09,Yes,Data Scientist
REST APIs,Software Development,2.89,No,Flutter Developer
AWS,DevOps,2.6,No,System Administrator
TensorFlow,Artificial Intelligence,3.89,Yes,Machine Learning Engineer
Java,Web Development,3.5,No,Mobile App Developer
Excel,Data Science,3.63,No,Business Intelligence Analyst
REST APIs,Research,2.95,No,Software Engineer
Networking,Cloud Computing,3.31,No,System Administrator
Data Analysis,Business Intelligence,3.24,Yes,Business Intelligence Analyst
Firebase,UI/UX Design,3.8,No,Frontend Developer
Linux,Cloud Computing,3.54,No,Network Engineer
SQL,Artificial Intelligence,3.05,No,Data Scientist
CI/CD,Software Development,3.55,No,DevOps Engineer
GitHub,Cloud Computing,3.69,Yes,DevOps Engineer
PostgreSQL,Data Analytics,3.42,No,Database Administrator
Linux,Web Development,3.34,No,Software Engineer
Docker,Machine Learning,3.06,No,Machine Learning Engineer
Cyber Security,Cloud Computing,3.56,Yes,Network Engineer
Linux,Networking,3.63,No,Cloud Engineer
Node.js,Database Management,3.27,Yes,Full Stack Developer
Cloud Computing,Cloud Computing,3.34,No,Cloud Engineer
HTML,UI/UX Design,2.69,Yes,UI/UX Designer
NumPy,Machine Learning,3.62,No,Data Scientist
JavaScript,UI/UX Design,2.83,No,Frontend Developer
AWS,Automation,3.19,Yes,DevOps Engineer
TypeScript,Web Development,3.53,Yes,Frontend Developer
AWS,Automation,3.79,No,System Administrator
Data Science,Machine Learning,3.81,No,Data Scientist
Linux,Cyber Security,3.67,No,Cyber Security Analyst
PostgreSQL,Software Development,3.64,Yes,Backend Developer
Express.js,Backend Development,3.53,No,Backend Developer
Tableau,Business Intelligence,3.71,No,Business Analyst
Python,Data Analytics,3.08,No,Business Intelligence Analyst
PostgreSQL,Data Analytics,2.94,No,Data Analyst
Python,Artificial Intelligence,3.7,No,AI Engineer
Next.js,Software Development,3.61,Yes,Frontend Developer
Linux,DevOps,3.56,No,Network Engineer
Docker,Automation,3.34,No,DevOps Engineer
Cyber Security,Networking,3.14,Yes,Cyber Security Analyst
Git,Web Development,3.0,Yes,Frontend Developer
Docker,DevOps,3.83,Yes,Cloud Solutions Architect
AWS,Research,3.75,Yes,Cyber Security Analyst
SQL,Web Development,3.38,No,Full Stack Developer
Tableau,Data Analytics,3.67,Yes,Business Intelligence Analyst
TensorFlow,Machine Learning,3.81,No,AI Engineer
Cyber Security,Cloud Computing,3.86,No,Cyber Security Analyst
AWS,DevOps,3.57,No,Network Engineer
Pandas,Software Development,3.01,Yes,Database Administrator
HTML,Web Development,2.82,No,Frontend Developer
React,Web Development,3.69,No,Frontend Developer
MySQL,Data Science,2.85,Yes,Business Intelligence Analyst
CSS,Web Development,3.53,Yes,Frontend Developer
Firebase,Software Development,3.31,Yes,Mobile App Developer
Terraform,Automation,3.31,No,Cloud Solutions Architect
C++,Automation,3.66,No,Software Engineer
Networking,DevOps,3.62,Yes,Cloud Solutions Architect
PyTorch,Automation,3.33,No,Machine Learning Engineer
Networking,Networking,2.99,No,Network Engineer
Flutter,Web Development,2.98,Yes,Mobile App Developer
AWS,Networking,3.47,No,System Administrator
Flutter,Mobile App Development,3.67,Yes,Flutter Developer
Machine Learning,Machine Learning,3.57,No,AI Engineer
Pandas,Machine Learning,3.12,Yes,Data Scientist
GitHub,Software Development,2.87,Yes,DevOps Engineer
SQL,Artificial Intelligence,3.53,No,Data Scientist
Docker,Networking,2.71,Yes,Network Engineer
Networking,Research,2.91,No,Cyber Security Analyst
Firebase,Mobile App Development,2.69,Yes,Flutter Developer
Networking,Networking,3.71,Yes,Cloud Solutions Architect
NumPy,Research,3.79,No,AI Engineer
TensorFlow,Artificial Intelligence,3.73,Yes,AI Engineer
Flutter,Software Development,3.51,No,Mobile App Developer
JavaScript,Automation,3.0,Yes,QA Engineer
Java,Backend Development,3.06,Yes,Backend Developer
Networking,Cloud Computing,3.66,No,System Administrator
HTML,Software Development,3.41,Yes,Frontend Developer
JavaScript,UI/UX Design,3.57,Yes,UI/UX Designer
Power BI,UI/UX Design,3.71,Yes,Product Manager
